text,label
"Subject: var update memo  hi grant ,  as requested i have sent a quick summary document giving an up - to - date  description of the var model .  i may well have missed some points but cantekin has worked closely with me on  any changes so it is worth  consulting him on any details i have missed .  thanks  kirstee",0
"Subject: maddox  vince ,  here is michael maddox contact information :  tel : ( 617 ) 497 6446  email : mmaddox @ cera . com  they have an office in europe as well . i would love to be involved in  projects involving georgia , azerbaijan , turkey , etc .  my resume  thanks ,  bessik matchavariani  enron broadband services  tel : 713 . 345 . 7230  fax : 713 . 646 . 8861  bessik _ matchavariani @ enron . net",0
"Subject: re : lsu seminar visit  vince ,  please send a package of article reprints to the attention of joan payne at  the following address :  joan payne  department of finance  e . j . ourso college of business administration  louisiana state university  2163 ceba  baton rouge , la 70803  in your package , please indicate which presentation each reprint is  intended for ; i . e . , whether it is for student consumption on thursday  afternoon or finance faculty / doctoral student consumption on friday  morning . joan can make sure that we get the right number of copies  produced for the respective audiences .  concerning powerpoints - - just email these files to me and if it is all  right with you i will make them available for download by the faculty and  students on the class and research seminar webpages .  thanks again for being willing to visit lsu and present your knowledge to  our faculty and students .  sincerely ,  jim garven  at 01 : 39 pm 1 / 18 / 2000 + 0000 , you wrote :  > jim ,  >  > i can send you copies of the reprints of some papers i wrote  > or co - authored . please , let me know how many copies do you need .  >  > i shall prepare power point presentations for the student meeting  > and for the faculty meeting .  >  > for the students : review of my group ( things we work on ) with an intention  > of generating some interest among the students and soliciting resumes .  >  > for the faculty meeting : challenges that energy markets pose to financial  > modeling .  > i shall be able to e - mail the power point presentations later this month .  >  > vince  >  >  >  >  >  > jim garven on 01 / 17 / 2000 04 : 00 : 25 pm  >  > to : vince j kaminski / hou / ect @ ect  > cc :  > subject : re : lsu seminar visit  >  >  >  > dear vince ,  >  > would you mind emailing to me a short biography / vita sometime when you get  > a chance ? also , if you have a paper to circulate or any powerpoint slides  > that you ' ll want to use either in your presentations to my students  > thursday afternoon , 2 / 3 , or to the faculty seminar on friday morning , 2 / 4 ,  > please email these to me . this would be greatly appreciated .  >  > my colleagues and i are looking forward to your visit on feb . 3 - 4 to lsu .  >  > sincerely ,  >  > jim garven  >  >  > james r . garven  > william h . wright , jr . endowed chair for financial services  > department of finance  > 2158 ceba  > e . j . ourso college of business administration  > louisiana state university  > baton rouge , la 70803 - 6308  >  > voice ( 225 ) 388 - 0477 | fax : ( 800 ) 859 - 6361  >  > e - mail : jgarven @ lsu . edu  > home page : http : / / garven . lsu . edu  > vita : http : / / garven . lsu . edu / dossier . html  > research paper archive : http : / / garven . lsu . edu / research . html  james r . garven  william h . wright , jr . endowed chair for financial services  department of finance  2158 ceba  e . j . ourso college of business administration  louisiana state university  baton rouge , la 70803 - 6308  voice ( 225 ) 388 - 0477 | fax : ( 800 ) 859 - 6361  e - mail : jgarven @ lsu . edu  home page : http : / / garven . lsu . edu  vita : http : / / garven . lsu . edu / dossier . html  research paper archive : http : / / garven . lsu . edu / research . html  - attl . htm",0
"Subject: re : joint probabilities  michael  a table ( table 2 ) has been added with probabilities for rab > x , fx > y . at  the current currency level , approx 1 . 5 , all the numbers are multiplied by 1 / 2  because the currency is equally likely to rise or fall . this may give a  pessimetic view of achieving a given stock price .  let me know when you want to get togetrher .  bob",0
"Subject: re : cover design / copy for energy derivatives publication  fiona ,  to answer your questions :  1 . we approved chapter 3 for publication .  2 . my current affiliation is enron n . a . grant left the company but my advice  it to leave his bio as is ( it reflects his employment status when he was  working on the chapter ) .  i don ' t think we should update the bio and advertise his new employer .  3 . ad material is fine .  vinnce",0
"Subject: budget  hi dale  following discussions with vince , grant and stinson , we ' ve drawn up the  proposed budget . we ' re working on the basis that research group headcount  will grow to 8 in the near future .  business trips us : 8  business trips europe : 10  computer software and licences : gbp 10 , 000  office postage : gbp 350  employee recruitment fees : gbp 30 , 000 ( = 3 x 20 % x gbp 50 , 000 )  professional subscriptions and memberships and books : gbp 15 , 000  training courses : gbp 16 , 000 ( = 8 x gbp 2 , 000 )  conferences : gbp 8 , 000 ( = 4 x gbp 2 , 000 )  mobile phones : gbp 1 , 500 ( = 3 x gbp 500 = me + 2 floaters )  hardware : gbp 10 , 000 ( = laptops , workstations )  suggested allocation as follows . . .  rac 20 %  uk power 20 %  uk gas 5 %  continental power 20 %  continental gas 5 %  global products 10 %  ebs 10 %  ees 10 %  . . . unless you ' ve got any other views on this one ( i ' m happy to take advice  here ) .  vince has said you can give him a call if you want to discuss any of these  points further , but i ' m happy to field initial queries ( i ' ll have to get used  to it ! ) .  cheers ,  steve",0
"Subject: new site ' s url  thank you all in advance for contributing to enron research site !  here is the new site ' s url : http : / / enaresearch . dev . corp . enron . com  when system requests login and password , please use the login and the  password that you use to login into the enron network .  please send me your comments and suggestion , so that they will be  incorporated into the site .  sincerely , elena  elena chilkina  713 - 853 - 4503",0
Subject: mgmt 656 ( rice university )  here are your rosters for mgmt 656 . let me know if you need a list of  e - mail addresses as well . i will update you as student schedules change .  - pam  ( 713 - 348 - 6223 )  - 656 . doc,0
"Subject: re : asian option for pavel  stinson ,  let ' s talk about it . it seems like an open personality clash developing  for the first time in the history of the group .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 05 / 02 / 2001 03 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  zimin lu  05 / 02 / 2001 01 : 41 pm  to : paulo issler / hou / ect @ ect  cc : ( bcc : vince j kaminski / hou / ect )  subject : re : asian option for pavel  our convention is whoever finalizes the model should write the documentation . it does not make sense  to write one when changes are anticipated . you have been working on this almost a year , it never  strikes you that we need a documentation ?  i created exotica . xll , does that also give you an excuse not working on exotica documentation ?  zimin  paulo issler  05 / 02 / 2001 11 : 52 am  to : zimin lu / hou / ect @ ect  cc : tai woo / enron @ enronxgate @ enron , pavel zadorozhny / enron @ enronxgate  subject : re : asian option for pavel  i am surprised that we do not have the documentation ready .  i can make that for you . it is not there because you did not put that together by the time it was created and all the changes i have made did not required changes on the functionality .  paulo issler  zimin lu  05 / 02 / 2001 11 : 29 am  to : tai woo / enron @ enronxgate @ enron , paulo issler / hou / ect @ ect  cc : pavel zadorozhny / enron @ enronxgate  subject : re : asian option for pavel  tai woo ,  here are the c - codes for the crudeapo . ' sig ' is the spot  volatility meaning the price volatility within the delivery period .  you should consult with pavel for the definition of this "" extra "" parameters . we  would like to see the position monitor once you get it running .  we might have some additional suggestions .  paulo ,  why don ' t we have a documentation on crudeapo you worked on ?  i can not find it in exotica help file . please supply that to tai , thanks .  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : tai woo / enron @ enronxgate on 05 / 02 / 2001 09 : 55 am  to : paulo issler / hou / ect @ ect  cc : kara maloney / enron @ enronxgate , zimin lu / hou / ect @ ect  subject : asian option for pavel  this morning , zimin told me that pavel is using a special model in evaluating his asian option portfolio .  he asked me to talk to you in order to access to the code so that i can see the difference made to the model .  as i cannot find the doc . describing this model , please tell me what that new input parameter ' sig ' is .  thanks , ",0
"Subject: trading limit and policy changes  vince -  here ' s a summary of what ' s going to the bod , along with updated policy . feel  free to call me if you have any questions .  regards ,  cassandra .",0
"Subject: re : credit article  dear vince  thank you very much for the information .  i will get in touch with them today and will keep you informed as to the  outcome .  regards ,  katja  vince j kaminski  06 / 01 / 2000 19 : 52  to : katja schilling / lon / ect @ ect , vasant shanbhogue / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : credit article  katja ,  risk magazine has the copyright . you have to contact them to get the  permission to use this  for external users .  you can contact :  sh ? n millie  risk books  28 - 29 haymarket  london swly 4 rx  pone : 44 ( 0 ) 171 484 9740  fax : 44 ( 0 ) 171 484 9758  e - mail : shan @ risk . co . uk  www . riskpublications . com  and discuss the legal aspects with her .  vince  vasant shanbhogue  01 / 06 / 2000 08 : 28 am  to : katja schilling / lon / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : credit article  i do not think minor changes would allow you to just use the same file . you  will have to check with risk . this is risk books , a specialist division of  risk publications in london . address : haymarket house , 28 - 29 haymarket ,  london swly 4 rx .  the publication was in a book , entitled "" credit derivatives : applications for  risk management , investment and portfolio optimisation , "" publishd in 1998 . i  am not sure if a lawyer was involved , maybe vince will know .  vasant  katja schilling  01 / 05 / 2000 05 : 47 am  to : vasant shanbhogue / hou / ect @ ect  cc : bijoya banerjea / lon / ect @ ect  subject : credit article  hello vasant !  bijoya has updated me on the discussion you have been having on the article  from risk magazine about credit .  we have found that the attachments you sent her are actually not  word - for - word the same as the published version we have - the changes are  only minor , wever , and have not altered the article in any way .  my question now concerns the copyrights . since the version you sent is  slightly different , do you think this gives us the freedom to publish it  without the consent of risk ?  and if not - can you tell me if it was published by risk uk or risk in the  states ? and which issue was it ? i just want to have all of the details if i  need to call someone at the magazine . . .  also - was there a lawyer involved in the publication procedure , or was this  handled by london / houston pr ? or by vince himself ?  sorry about all of the questions . . . i just want to avoid problems well in  advance .  thank you !  regards ,  katja",0
"Subject: re : next step  al ,  i have spoken with mark lay and he is interested .  even if we cannot help you here in enron , he may be able  to put you in touch with other cv groups in town .  please , call him directly and give my name as a reference .  ( 713 ) 853 - 7408  good luck .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 24 / 2001  02 : 20 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  01 / 24 / 2001 11 : 21 am  to : al arfsten @ enron  cc :  subject : re : next step  al ,  i have called mark lay and left a message on his voice mail .  vince  al arfsten on 01 / 24 / 2001 11 : 16 : 25 am  to : vkamins @ enron . com  cc :  subject : next step  vince : your suggestion to introduce the concept discussed with one of  the lays is welcomed . i hope that this would mean that you would remain  involved at some level . the design of the model and its potential  economics could be key to how worthy the effort might be . enron could  be an ideal environment from which to the concept enhancement through to  commercialization could be successfully accomplished . please  confidentially share matters as you think best and advise me of the  interest generated . i am ready to meet there at your building or  elsewhere that is appropriate . best regards , al arfsten 713 965 2158",0
"Subject: ljm model  ryan :  this is the updated spreadsheet for pricing the ljm options disregarding any  credit issues . it produces exactly the same results as before . the only  difference tis the place it gets the model ' s c code . i am placing all the  code related to this deal on a specific directory on the "" o "" drive now .  please use this version on future pricing . i will delete the old code .  thanks  paulo issler",0
"Subject: fwd : update  return - path :  received : from rly - yeo 2 . mx . aol . com ( rly - yeo 2 . mail . aol . com [ 172 . 18 . 151 . 199 ] )  by air - yeo 4 . mail . aol . com ( v 76 _ rl . 19 ) with esmtp ; fri , 20 oct 2000 14 : 52 : 34  - 0400  received : from postmaster . enron . com ( outbound 5 . enron . com [ 192 . 152 . 140 . 9 ] ) by  rly - yeo 2 . mx . aol . com ( v 76 _ rl . 19 ) with esmtp ; fri , 20 oct 2000 14 : 52 : 16 - 0400  received : from nahou - msmswolpx . corp . enron . com ( [ 172 . 28 . 10 . 37 ] ) by  postmaster . enron . com ( 8 . 8 . 8 / 8 . 8 . 8 / postmaster - 1 . 00 ) with esmtp id naao 9683 for  ; fri , 20 oct 2000 13 : 52 : 16 - 0500 ( cdt )  from : stinson . gibner @ enron . com  received : from ene - mtaol . enron . com ( unverified ) by  nahou - msmswolpx . corp . enron . com ( content technologies smtprs 4 . 1 . 5 ) with esmtp  id for  ; fri , 20 oct 2000 13 : 52 : 16 - 0500  subject : update  to : vkaminski @ aol . com  cc : vince . j . kaminski @ enron . com  x - mailer : lotus notes release 5 . 0 . 3 march 21 , 2000  message - id :  date : fri , 20 oct 2000 13 : 52 : 12 - 0500  x - mimetrack : serialize by router on ene - mtaol / enron ( release 5 . 0 . 3 ( intl ) | 21  march 2000 ) at 10 / 20 / 2000 01 : 48 : 43 pm  mime - version : 1 . 0  content - type : text / plain ; charset = us - ascii  vince ,  a quick update on job candidates :  1 ) nelson neale : relayed your request to norman , and told nelson that an  offer is in progress . did not mention specific numbers to him .  2 ) charles shen : left a message for him that we would get back to him next  week with details of an offer .  3 ) interviewed by phone tom barkley at thunderbird ( brought to our  attention by enron recruiters there ) . he looks very interesting so i am  trying to schedule a visit to enron for him . he will finish t - bird in  december ( mba ) and has a bachelors with honours in mathematics .  have a great weekend .  stinson",0
"Subject: re : uc - berkeley graduate student  molly ,  i would like to invite this student for an interview ,  sometimes in late december when things slow down .  interviews with all my direct reports and george hopley .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 10 / 30 / 2000  09 : 59 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  10 / 24 / 2000 04 : 07 pm  to : rajnish kamat @ enron  cc : vince j kaminski / hou / ect @ ect  subject : re : uc - berkeley graduate student  rajnish ,  we shall invite you for an interview in houston .  vince  rajnish kamat on 10 / 23 / 2000 07 : 55 : 31 pm  to : vkamins @ enron . com  cc :  subject : uc - berkeley graduate student  dr . vincent kaminski  managing director and head of research  enron corp .  dear dr . kaminski ,  it was a pleasure talking with you and attending your talk today .  i am a graduate student in industrial engg . and operations  research working with prof . shmuel oren  on topics in financial instrument pricing and design of  contracts in deregulated electricity markets . i am also  doing research in auction models and computable equilibrium  models with applications in electricity market design .  i am planning to graduate with a ph . d . in may 2001 and would  appreciate hearing about any opportunities in your group at enron .  i am attaching at copy of my resume ( file : cvrkamat . doc ) for your perusal .  thanking you ,  sincerely ,  rajnish kamat  graduate student  ieor , uc - berkeley  4135 , etcheverry hall  dept . of industrial engineering and operations research  university of california at berkeley  berkeley , ca , 94710  - cvrkamat . doc",0
"Subject: meeting confirmed : mit / aa new value research lab  this will confirm the meeting requested below . please note , all invitees are  not available , but the confirmed meeting time is the best time for most of  the invitees .  date : thursday - august 10  time : 11 : 00 a to noon  place : conference room 4741  confirmed attendees : rick causey  marie hejka  steve kean  amy oberg  mark palmer  mark ruane  thanks for your help , everyone .  - - - - - - - - - - - - - - - - - - - - - - forwarded by carol moffett / hou / ees on 08 / 03 / 2000 04 : 03  pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron energy services  from : carol moffett 08 / 02 / 2000 03 : 44 pm  phone no : 713 - 853 - 6658 phone  888 - 782 - 3518 pager  eb 613 b  to : ginger dernehl / hou / ees @ ees , shirley crenshaw / hou / ect @ ect , karen k  heathman / hou / ect @ ect , sharron westbrook / corp / enron @ enron , laura  gutierrez / hou / ect @ ect , laura valencia / corp / enron @ enron , patty  pennington / enron communications @ enron communications  cc : steven j kean / hou / ees @ ees , vince j kaminski / hou / ect @ ect , rick  buy / hou / ect @ ect , richard causey / corp / enron @ enron , mark ruane / hou / ect @ ect ,  mark koenig / corp / enron @ enron , mark palmer / corp / enron @ enron , amy  oberg / hou / ees @ ees , marie hejka / corp / enron @ enron  subject : meeting request : mit / aa new value research lab  good afternoon . i am assisting amy oberg with setting up a meeting among the  individuals listed below . would you be so kind as to review their calendars  and let me know if they are available during any of the suggested meeting  times .  meeting topic : mit / aa new value research lab  meeting purpose : follow up to discussion from 8 / 1 / 00 ; rick causey to brief  group on  conversations w / aa regarding "" where they intend to go with this effort "" .  attendees : steve kean  vince kaminski  rick buy  rick causey  mark ruane  mark koenig  mark palmer  amy oberg  marie hejka  suggested meeting dates and times :  thursday - august 10 anytime between 8 : 00 a and 10 : 00 a  thursday - august 10 11 : 00 to noon  friday - august 11 anytime between 8 : 00 a and 9 : 30 a  friday - august 11 1 : 00 p to 2 : 00 p  thank you .",0
"Subject: re : nick bambos  sounds great . let me know how i can help .  tom  vince j kaminski @ ect  02 / 28 / 00 11 : 42 am  to : thomas d gros / hou / ect @ ect  cc : ravi thuraisingham / enron communications @ enron communications , vince j  kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect  subject : nick bambos  tom ,  i got sick and had to reschedule the meeting with nick bambos .  i shall meet him on saturday this week . i shall talk to him about the  following :  1 . financing research projects by graduate students ( $ 100 k per year , spread  over several projects )  2 . inviting nick to visit enron  3 . i can mention the possibility of nick consulting for us . given his status ,  involvement in the internet 2 project ,  and views that closely parallel enron ' s vision , it makes sense to have him  working for us . he could  be a very effective voice supporting our initiatives .  please , let me know what you think .  vince",0
"Subject: re : other matters  kate wagner is setting up a happy hr . for him on friday . i will let you know  details . also , i think andrea is having a brunch on sunday .  mr  vince j kaminski  04 / 27 / 2000 07 : 22 am  to : mark ruane / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : other matters  mark ,  i called rick to let him know . it ' s not an interview yet . aram is coming for  a  wedding but i think he wants to explore the opportunity of coming back  to enron . the conversation may lead to an interview  at some point .  he will talk to andrea as well .  do you plan to organize something for aram ?  i would be glad to join .  vince  from : mark ruane  04 / 26 / 2000 05 : 53 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : other matters  i heard that you were going to be interviewing aram ? what ' s the job ?  mark",0
