text,label
"Subject: tenaska iv 4 / 01
we need to change the demand fee on deal 384258 for tenaska iv for 4 / 01 . the williams invoice was not as much as the spreadsheet showed , so our expenses decreased . please change the amount from $ 2 , 979 , 909 . 91 to $ 2 , 862 , 531 . 95 . i have attached the revised spreadsheet .
thanks ,
megan",0
"Subject: txu nom . s for 10 / 11 / 00
attached please find the txu fuel nominations for wednesday , oct . 11 , 2000 .
( see attached file : hpll 011 . xls )
- hpll 011 . xls",0
"Subject: calpine daily gas nomination
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",0
"Subject: re : cp & l
i do not have a record of a spot deal in my notes or my deal sheet . if bob
wants to call me with a tape that would be great . the . 085 difference
results in $ 405 so i will call bob and try to put this to bed . as of now
leave it allocated to a term deal .
daren j farmer
03 / 28 / 2001 01 : 55 pm
to : rebecca griffin / na / enron @ enron , gary w lamphier / hou / ect @ ect , ilene
erskine / hou / azurix @ azurix
cc :
subject : re : cp & l
a volume of 6 , 289 mmbtu flowed over the noms for cp & l . i don ' t have a record
of a spot deal with them for that day .
gary - currently , that volume has been allocated to the term agreement . the
price difference on that day is significant . ( hsc gd mid was 5 . 245 ) . if you
don ' t have a record of a spot deal , the allocation should stand as it is .
d
rebecca griffin @ enron
03 / 27 / 2001 04 : 08 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : cp & l
daren ,
i am handling cp & l and am trying to resolve this issue from february
production . cp & l shows 5 , 000 mmbtu on february 21 , but we do not have a
deal . were you able to find anything out about this ?
thanks for your help .
rebecca
- - - - - - - - - - - - - - - - - - - - - - forwarded by rebecca griffin / na / enron on 03 / 27 / 2001
04 : 04 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
03 / 26 / 2001 09 : 57 am
to : rebecca griffin / na / enron @ enron
cc :
subject : re : cp & l
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on
03 / 26 / 2001 09 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : gary w lamphier @ ect 03 / 26 / 2001 09 : 52 am
to : daren j farmer / hou / ect @ ect
cc : katherine herrera / corp / enron @ enron
subject : re : cp & l
can we verified this gas flowed ? if it did it should have been billed on his
term deal if there was one in place . if the gas flowed and we did not
invoice for it on term let me know and i will put it in .
janet h wallis
03 / 22 / 2001 04 : 53 pm
to : gary w lamphier / hou / ect @ ect
cc : katherine herrera / corp / enron @ enron
subject : cp & l
bob says he was not billed for a purchase he made from you at 5 k $ 5 . 16 on
feb 21 st . will you check this out and get with
bob a and katherine herrera .
jw",0
"Subject: re : basin production from ga 213
bob ,
as mentioned earlier , houston exploration is also delivering gas to us at
this meter . the following production is now on - line and a ticket should be
created and entered into sitara based on the following :
counterparty meter volumes price period
houston exploration 9696 8000 mmbtu / d 100 % gd less $ 0 . 16 2 / 1 - 2 / 28
fyi , i will create and submit a committed reserves firm ticket if and when
the gas buyer terms the deal up . additionally , this is a producer svcs . deal
and should be tracked in the im wellhead portfolio . . . attached to the
gathering contract .
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 02 / 09 / 2001
02 : 46 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 01 / 26 / 2001 08 : 47 am
to : daren j farmer / hou / ect @ ect
cc : vance l taylor / hou / ect @ ect
subject : re : basin production from ga 213
daren / vance ,
deal # 586954 has been created and entered in sitara :
date meter # volume price
2 / 1 / 01 - 2 / 28 / 01 9696 5 , 000 100 % gas daily less $ 0 . 16
bob
daren j farmer
01 / 26 / 2001 08 : 25 am
to : robert cotten / hou / ect @ ect
cc :
subject : re : basin production from ga 213
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 01 / 26 / 2001
08 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
01 / 25 / 2001 01 : 58 pm
to : daren j farmer / hou / ect @ ect
cc : john peyton / hou / ect @ ect
subject : re : basin production from ga 213
daren ,
i ' ve just received word from basin to bring production on sometime today or
tomorrow ( they expect to get up to b / t 10 , 000 - 15 , 000 d ) ; if our facility
planning engineer determines that we can take the gas , then it will flow for
all of february and be priced at 100 % gas daily less $ 0 . 16 .
vlt
daren j farmer
01 / 25 / 2001 01 : 47 pm
to : vance l taylor / hou / ect @ ect
cc :
subject : re : basin production from ga 213
i need for you , or the producer services group , to determine if you think the
gas will flow for the month and at what price . i will use your decision for
our bidweek postion .
d
vance l taylor
01 / 25 / 2001 11 : 53 am
to : daren j farmer / hou / ect @ ect , robert cotten / hou / ect @ ect
cc : susan smith / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : basin production from ga 213
fyi ,
how would you want to handle for february nomination ?
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 01 / 25 / 2001
11 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : brad blevins 01 / 25 / 2001 10 : 56 am
to : john peyton / hou / ect @ ect
cc : nick cocavessis / corp / enron @ enron , steve - hpl - schneider / hou / ect @ ect , pat
flavin / gco / enron @ enron , vance l taylor / hou / ect @ ect , buck
thomas / gco / enron @ enron
subject : basin production from ga 213
i have reviewed the gas composition analysis from spl of the basin production
from ga 213 . while spl ' s analysis does show a dewpoint of around 20 degrees
f at 400 psig , it is both my and john handley ' s opinion that the gas from the
wellbore had stratified by the time that this sample was taken . we expect
the dewpoint of the flowing gas to be higher . however , this was the best
sample that could be obtained at the time . we have conferred with steve
schneider and we are willing to take this gas on a conditional basis over the
next couple of days . once the 6 "" line has been pigged , the production flows
stablilized and mitchell ' s conditioning equipment lined out over the next
couple of days , hms will need to take another sample at the meter run and
have spl run an extended analysis with a dewpoint curve on an expedited
basis . should this sample indicate a dewpoint over 45 degrees f , then this
production will be shut in again until hydrocarbon dewpoint conditioning
equipment has been installed . in the meantime , hms needs to keep a close
watch on all southern union city gates on galveston island to monitor for
liquids fallout .",0
"Subject: your mom
remember me ? i ' m the one who loved you so much that i gave my very best at
raising you . and now i ' m missing you so much . lacy & i can ' t understand why
you don ' t call to check on us & just to talk a while - - it doesn ' t count that
tonya calls - - i didn ' t raise her . we want to hear your voice every once in a
while . i know you work a lot , but you used to find time once a week . and
that ' s no excuse . you can schedule in a call to us . we ' re still your family
too . we love you , ma
get your private , free email at http : / / www . hotmail . com",0
"Subject: coral on exxonkaty 6 / 01
darren :
ena was invoiced by coral energy for two deals on tejas for june 2001 that i do not see in the system . the first deal was on 6 / 1 for 5 , 400 at $ 3 . 87 . the second deal was on 6 / 13 for 22 , 000 at $ 4 . 25 . do you know anything about these deals ? i think we would show it on exxonkaty , but i can ' t find anything in path manager on exxonkaty or tejas .
megan",0
"Subject: meter 1429
daren - meter 1429 , ind sterling gas plant has flow beginning 6 / 12 . it is a
very small volume . could you please create a deal for this ?
thanks .
aimee",0
"Subject: re : opm survey
thanks for your spreadsheet . one thing i still need from you is what
commercial teams your group was supporting overall ? in addition , i noticed
you allocated 15 hours to the activity eso 02 - non routine trade monitoring &
reporting . what commercial team ( s ) was this 15 hours spent supporting ?
thanks !
suzanne
daren j farmer @ ect
10 / 06 / 2000 05 : 42 pm
to : james scribner / corp / enron @ enron , suzanne nicholie / corp / enron @ enron , shari
mao / hou / ect @ ect
cc :
subject : re : opm survey
i had problems in getting the newest version of access . so , please see the
attachement below related to the opm hours survey .",0
"Subject: re : e mail list for class
please respond to great idea , byron !
everybody ,
i ' ve created a new moderated list at http : / / . listbot . com /
if you are interested in hearing info ( from anyone , not just me ) about the
bammel road young families class , please go to the address above to
subscribe to the list .
it ' s free .
then , if you have anything that you want to share with the class , just
e - mail it to @ listbot . com .
- ram .
- - - - - original message - - - - -
from : byron w . ellis , cfp , clu , chfc [ mailto : byronellis @ usa . net ]
sent : friday , march 30 , 2001 8 : 31 am
to : ram tackett
subject : e mail list for class
what do you think about creating and maintaining an e mail address that will
automatically send an e mail to everyone in our class ? that way anyone that
wanted to blanket the class could always do so without going through you all
the time .
byron
"" make all you can , save all you can , give all you can . ""
john wesley
byron w . ellis , cfp ? , clu , chfc
senior financial advisor
american express financial advisors
ids life insurance company
1450 lake robbins drive
suite 100
the woodlands , tx 77380
phone 281 . 367 . 8658
fax 281 . 364 . 9628
e mail byronellis @ usa . net",0
"Subject: re : meter 0980438 - acock production ? ? ? ? ? ?
daren / vance :
any light you could shed on this would be appreciated .
mary
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 10 / 23 / 2000 01 : 31
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas @ ect
10 / 23 / 2000 01 : 21 pm
to : mary poorman / na / enron @ enron
cc : nick moshou / corp / enron @ enron , cynthia hakemack / hou / ect @ ect , kristen j
hanson / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
mary :
have you heard anything back from vance taylor on this issue ? i get the
feeling that this is soon going to reach "" critical mass "" .
fred
nick moshou @ enron
10 / 23 / 2000 01 : 05 pm
to : fred boas / hou / ect @ ect
cc : cynthia hakemack / hou / ect @ ect , kristen j hanson / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
any progress on this issue ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by nick moshou / corp / enron on 10 / 23 / 2000
08 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
nick moshou
10 / 12 / 2000 07 : 57 am
to : fred boas / hou / ect @ ect
cc : cynthia hakemack / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
fred ,
could you give me the status or an eta on this meter . we are in the middle
of a big push to lower our exposure and the following customer has $ 55 , 000
not including sept production because we ' ve paid manually without having the
volumes in unify for this meter .
thanks ,
nick
x 36454",0
"Subject: vacation carryover
want to verify your vacation carryover ? beginning january 22 , 2001 , all
eligible enron employees will be able to access the hours of vacation that
were carried over from the previous year by going to the ehronline website .
1 . navigate to the ehronline website : http : / / ehronline . enron . com .
2 . read the disclaimer ; click accept .
3 . enter your user id and password ; click logon .
4 . select time management from the menu at the left .
5 . select vacation information from the drop - down menu .
to see all types of vacation ( accrual , lump sum , vacation ) , click the radio
button for "" all types . ""
click display .
to see specific types of vacation ( accrual , lump sum , vacation ) , click the
radio button below "" all types "" and make your selection from the drop - down
menu .
click display .
click exit to log off .
the system will default to show all types of vacation , including ( if
available ) vacation - ( accrual ) or vacation - ( lump sum ) or vacation . the
carryover amount will be displayed next to the type : "" vacation "" under the
"" entitlement "" column .
enron policy states that employees are entitled to a maximum of 40 hours of
vacation carryover without supervisor approval . hours in excess of 40 hours
are subject to supervisor approval and will be updated once supervisor
approval has been received
if you have questions regarding your vacation , please call the payroll
hotline at 713 . 345 . 5555 .",0
"Subject: may 2001 nomination
bob ,
questions based on the information in the facilitation by location report :
1 . meter 9643 hgpl / hpl - stratton , tejones operating corporation , sitara 266970 : should this purchase be at meter 9638 , freeman prod - maxine field in trade zone 18 ?
2 . i presume we are not counting both meter 9848 north padre island blk 8 and meter 9862 lehman / spinnaker onshore . isn ' t this the same gas ?
3 . meter 3536 seahawk / a - s ( mat plt 520 ) , eog resources , sitara 725391 : is this purchase properly in the wellhead book ?
4 . meter 6884 pgtt junction 16 "" lease , comstock oil & gas , inc . and kerr - mcgee oil & gas onshore l . p . , sitara 125899 and 132975 : comstock ' s volume should exceed kerr - mcgee ' s volume , and together the two volumes should be approximately 73 , 000 / d . currently , comstock ' s volume is only 8 , 600 / d and kerr - mcgee ' s volume is 25 , 000 / d . we look about 38 , 000 / d short .
5 . meter 639 hannah nash , coral energy resources , l . p . , sitara 659998 : is this purchase properly in the wellhead book ?
i ' m looking at about 10 other old deals that i think should be in for may , but aren ' t . in addition , i ' m adding in the new deals that will flow in may . i ' ll be done by noon .
george",0
"Subject: new enrononline functionality
the following additions and modifications to stack manager will be effective as of saturday september 8 , 2001 .
stack manager modifications
inactivate all stack - in addition to the individual activate / inactive stack buttons , there is now an inactivate all stack button . similar to the suspend all button , this button will inactivate the trader ' s stack on all active products . any existing top of stack limit orders will continue to post to the website and remain transactable . see screen shot below : inactivate all stack button on far right .
please note that we have switched the positions of the suspend and inactivate buttons in stack manager .
fill order - if a product is set up as either restricted top of stack or top of stack the trader now has the ability to automatically fill any order that is at the top of the stack . in order to fill a limit order that is at the top of the product ' s stack , which will appear in pink , the trader should right click anywhere on the stack window and choose "" fill order "" . the volume filled on an order will be that which is offered by the trader . in order to fill the complete volume of the order , the trader will need to adjust the volume in his stack .
floated stack windows - if the stack is inactive on a product , the price and volume fields on the my products tab will continue to be blank . on the depth window and floated stack window of these products the trader ' s prices will be in gray and italics . children of products that have inactive stacks will not be gray and italicised in the floated stack windows and will not see the calculated prices .
no auto inactivate stack - it is now possible to keep a product active even if the trader is not logged into stack manager . if the trader wishes to enable this functionality on the upper right corner of the product properties page the trader should choose "" no auto inactivate when stack manager is down "" .
changes regarding suspension of products
stack manager will inactivate products rather than suspend them in the following cases :
? market close - if a product is active at the end of its trading hours its stack will automatically become inactive rather than suspending . in order to keep a product ' s stack active past the set trading hours , the trader should choose "" keep awake "" next to the trading hours section of the product properties page .
? auto suspend now inactivates stack - on a product with the auto suspend function enabled to monitor the price changes on the product , the product ' s stack will be inactivated if the suspend at level is reached . this feature can be used by checking the enable box on the product properties page under the auto suspend section .
? logging out of stack manager - when you log out of stack manager without inactivating or suspending your products , the system will now inactivate your products rather than suspending them .
",0
"Subject: re : meter # : 1266 ; july 2000 activity / allocation exception
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 09 / 2000
03 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : lee l papayoti on 08 / 09 / 2000 03 : 33 pm
to : robert e lloyd / hou / ect @ ect
cc :
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
i ' ll get you a price tomorrow when i meet with him . . .
from : robert e lloyd 08 / 09 / 2000 12 : 50 pm
to : lee l papayoti / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , rita
wynne / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
i spoke with bob dorcheus , brandywine about this issue and he suggest you
and he get together and agree on a
price because the gas flowed into the plant .
this gas flowed without a nomination .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 09 / 2000
12 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 08 / 09 / 2000 11 : 27 am
to : robert e lloyd / hou / ect @ ect
cc : earl tisdale / hou / ect @ ect , pat clynes / corp / enron @ enron , rita
wynne / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
the volumes on meter # 1266 for 7 / 1 / 00 and 7 / 31 / 00 are valid gas flow . 7 / 1 / 00
volumes are carry over from june activity ( meter was shut in a little after
9 : 00 am on 7 / 1 / 00 ) . 7 / 31 / 00 volumes were caused by the plant bringing on
the meter before 9 : 00 am on 8 / 1 / 00 .
if you have any questions please call . 36449 .
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 09 / 2000 11 : 18
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 08 / 09 / 2000 11 : 17 am
to : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b
camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
please verify the volume on meter # : 1266 for july lst & 31 st are valid gas
flow .
brandywine did not nominate any activity at this meter for july 2000 .",0
"Subject: re : another hesco issue
help . steve mauch at hesco is wanting an answer asap
- - - - - - - - - - - - - - - - - - - - - - forwarded by charlene richmond / hou / ect on 11 / 01 / 2000
03 : 29 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
11 / 01 / 2000 02 : 45 pm
to : charlene richmond / hou / ect @ ect
cc : julie meyers / hou / ect @ ect
subject : re : another hesco issue
charlene ,
this gas purchase is not a part of the wellhead portfolio but is being traded
on the texas desk . i would suggest you get with darren farmer or someone on
the desk .
sorry i could not be of more assistance !
vlt
x 3 - 6353
charlene richmond
11 / 01 / 2000 08 : 22 am
to : julie meyers / hou / ect @ ect , vance l taylor / hou / ect @ ect
cc :
subject : another hesco issue
meter 986725 for march 2000 . per hesco both traders are gone at ( hesco and
enron ) and they ( hesco ) were not paid the correct price in march on the
days mentioned below . hesco cannot find where the price for these days were
recorded . per hesco they were underpaid by $ 32 , 101 . 57 . hesco is wanting to
come to our office to have a meeting about clearing this up . it will be nice
if we don ' t have to meet with them .
production dates are volume price they are
looking for
03 / 12
2 , 029 2 . 65
03 / 13
2 , 009 2 . 65
03 / 15
2 , 022 2 . 71
03 / 16
1 , 976 2 . 72",0
"Subject: re : noms / actual flow for 03 / 06 / 01
we agree
"" eileen ponton "" on 03 / 07 / 2001 10 : 55 : 26 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com ,
liz . bellamy @ enron . com
cc :
subject : noms / actual flow for 03 / 06 / 01
date nom flow - mcf flow - mmbtu
3 / 06 35 , 000 34 , 730 35 , 668
btu = 1 . 027",0
"Subject: tenaska iv pricing
i think we need to remove some of the demand charges that have been set up
for williams and apache . on williams deal 384237 , the demand charge needs to
be removed from sept . 2000 . the demand charge should not have started until
october 2000 . because we did not know at the time what was happening with
this deal , the demand fee was inadvertently paid to williams for sept . and we
need to recoup our money . on apache deal 384247 , james thinks we need to
remove the demand charge completely . he says it is not a part of the deal
and apache is not billing us for it . we also need to talk about the pricing
on both of these deals . williams and apache are billing us less than what we
have in sitara . to be able to keep this desk at zero , jim pond does not want
me to use pay the lesser of for the purchases , so we need to address the
price differences . you said you had some contract briefs that supported our
prices . please fax a copy to me at 713 - 646 - 8420 and i will compare them to
what james has .
just a heads up . . . we are beginning to work on november 2000 , so we will need
a demand fee entered ( hopefully next week ) . i will email you the spreadsheet
after we have received all of the cash and are ready to pay tenaska iv .
thanks ,
megan",0
"Subject: hpl meter # 986631 texoma - tejas hpl i / c
daren :
during the period of 1 / 1 / 2000 to 1 / 4 / 2000 , the above meter has recorded flow
on the following days with no deals attached :
days mmbtus
1 / 1 / 00 3 , 737
1 / 2 / 00 3 , 713
1 / 3 / 00 3 , 730
1 / 4 / 00 800
11 , 980
deal # 120891 was at that meter during 12 / 99 production month , but it expired
on 12 / 31 / 99 . currently , these volumes are being booked under the hpl
strangers gas contract . logistics needs either ( 1 ) have deal # 120891
extended , ( 2 ) new deal , or ( 3 ) approval to writeoff these volumes to
unaccounted for gas . ( please print , sign , and return original to clem
cernosek ) .
deal / deal ticket # / customer ( seller / buyer )
or
approval to writeoff the volumes to unaccounted for gas loss
thanks , clem",0
"Subject: hpl nom for december 21 , 2000
( see attached file : hplnl 221 . xls )
- hplnl 221 . xls",0
"Subject: meter 986315
for dec . and jan . production there are flow volumes without a deal . deal
502952 was good for november . do you want to extend this deal or should
there be another counterparty added ?
thanks .",0
"Subject: 23 rd noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 23 / 99 10 : 30
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 12 / 22 / 99 11 : 32 : 52 am
to : ami chokshi / corp / enron @ enron
cc :
subject : 23 rd noms
how could i ever be mad at someone so nice as you . . . . just real busy . . .
( see attached file : hpldecl 999 . xls )
- hpldecl 999 . xls",0
